Choice ID,Omaha Code,Column2,SNOMED CT concept ID,SNOMED CT,POC  Notes,KBS,Mapping Status,PR,Category,TG,CD,POC_INTRVN_ID,Pathway,PR ID,SSX ID,S&S,Goal PR,LTG Statement,LTG Topic,LTG ID,STG Statement,STG Topic,STG ID,Goal Notes
OMAHA,03.16,I,410332003,Education programs case management (procedure),,,n/a,n/a,Case Management,Education,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.17,I,410333008,Employment case management (procedure),,,n/a,n/a,Case Management,Employment,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.18,I,410334002,Environment case management (procedure),,,n/a,n/a,Case Management,Environment,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.19,I,410335001,Exercises case management (procedure),,,n/a,n/a,Case Management,Exercises,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.21,I,410336000,Feeding procedures case management (procedure),,,n/a,n/a,Case Management,Feeding Procedures,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.22,I,410337009,Finances case management (procedure),,,n/a,n/a,Case Management,Finances,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.24,I,410339007,Gait training case management (procedure),,,n/a,n/a,Case Management,Gait Training,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.70,I,410340009,Homemaking case management (procedure),,,n/a,n/a,Case Management,Homemaking/Housekeeping,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.27,I,410341008,Housing case management (procedure),,,n/a,n/a,Case Management,Home,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.28,I,410342001,Interaction case management (procedure),,,n/a,n/a,Case Management,Interaction,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.29,I,410343006,Lab findings case management (procedure),,,n/a,n/a,Case Management,Laboratory Findings,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.30,I,410344000,Legal system case management (procedure),,,n/a,n/a,Case Management,Legal System,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.31,I,410345004,Medical/dental care case management (procedure),,,n/a,n/a,Case Management,Medical/Dental Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.31,I,410345004,Medical/dental care case management (procedure),,,n/a,n/a,Case Management,Medical/Dental Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.32,I,410346003,Medication action/side effects case management (procedure),,,n/a,n/a,Case Management,Medication Action/Side Effects,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.34,I,410347007,Medication set-up case management (procedure),,,n/a,n/a,Case Management,Medication Set-Up,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.35,I,410348002,Mobility/transfers case management (procedure),,,n/a,n/a,Case Management,Mobility/Transfers,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.38,I,410350005,Nutritionist case management (procedure),,,n/a,n/a,Case Management,Nutritionist Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.44,I,410351009,Relaxation/breathing techniques case management (procedure),,,n/a,n/a,Case Management,Relaxation/Breathing Techniques,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.45,I,410352002,Rest/sleep case management (procedure),,,n/a,n/a,Case Management,Rest/Sleep,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.46,I,410353007,Safety case management (procedure),,,n/a,n/a,Case Management,Safety,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.47,I,410354001,Screening case management (procedure),,,n/a,n/a,Case Management,Screening Procedures,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.48,I,410355000,Sickness/injury care case management (procedure),,,n/a,n/a,Case Management,Sickness/Injury Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.49,I,410356004,Signs/symptoms-mental/emotional case management (procedure),,,n/a,n/a,Case Management,Signs/Symptoms-Mental/Emotional,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.50,I,410357008,Signs/symptoms-physical case management (procedure),,,n/a,n/a,Case Management,Signs/Symptoms-Physical,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.52,I,410358003,Social work/counseling case management (procedure),,,n/a,n/a,Case Management,Social Work/Counseling Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.53,I,410359006,Specimen collection case management (procedure),,,n/a,n/a,Case Management,Specimen Collection,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.54,I,410360001,Spiritual care case management (procedure),,,n/a,n/a,Case Management,Spiritual Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.59,I,410363004,Support group case management (procedure),,,n/a,n/a,Case Management,Support Group,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.60,I,410364005,Support system case management (procedure),,,n/a,n/a,Case Management,Support System,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.61,I,410365006,Transportation case management (procedure),,,n/a,n/a,Case Management,Transportation,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.62,I,410366007,Wellness case management (procedure),,,n/a,n/a,Case Management,Wellness,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.01,I,410367003,Anatomy/physiology surveillance (regime/therapy),,,n/a,n/a,Surveillance,Anatomy/Physiology,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.02,I,410368008,Behavior modification surveillance (regime/therapy),,,n/a,n/a,Surveillance,Behavioral Health Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.03,I,410369000,Bladder care surveillance (regime/therapy),,,n/a,n/a,Surveillance,Bladder Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.04,I,410370004,Bonding surveillance (regime/therapy),,,n/a,n/a,Surveillance,Bonding/Attachment,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.05,I,410371000,Bowel care surveillance (regime/therapy),,,n/a,n/a,Surveillance,Bowel Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.07,I,410373002,Cardiac care surveillance (regime/therapy),,,n/a,n/a,Surveillance,Cardiac Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.08,I,410374008,Caretaking/parenting skills surveillance (regime/therapy),,,n/a,n/a,Surveillance,Caretaking/Parenting Skills,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.09,I,410375009,Cast care surveillance (regime/therapy),,,n/a,n/a,Surveillance,Cast Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.10,I,410376005,Communication surveillance (regime/therapy),,,n/a,n/a,Surveillance,Communication,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.11,I,410377001,Coping skills surveillance (regime/therapy),,,n/a,n/a,Surveillance,Coping Skills,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.12,I,410378006,Day care/respite surveillance (regime/therapy),,,n/a,n/a,Surveillance,Day Care/Respite,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.14,I,410379003,Dressing change/wound care surveillance (regime/therapy),,,n/a,n/a,Surveillance,Dressing Change/Wound Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.15,I,410380000,Durable medical equipment surveillance (regime/therapy),,,n/a,n/a,Surveillance,Durable Medical Equipment,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.16,I,410381001,Education surveillance (regime/therapy),,,n/a,n/a,Surveillance,Education,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.17,I,410382008,Employment surveillance (regime/therapy),,,n/a,n/a,Surveillance,Employment,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.18,I,410383003,Environment surveillance (regime/therapy),,,n/a,n/a,Surveillance,Environment,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.19,I,410384009,Exercises surveillance (regime/therapy),,,n/a,n/a,Surveillance,Exercises,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.20,I,410385005,Family planning surveillance (regime/therapy),,,n/a,n/a,Surveillance,Family Planning Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.21,I,410386006,Feeding procedures surveillance (regime/therapy),,,n/a,n/a,Surveillance,Feeding Procedures,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.22,I,410387002,Finances surveillance (regime/therapy),,,n/a,n/a,Surveillance,Finances,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.24,I,410389004,Gait training surveillance (regime/therapy),,,n/a,n/a,Surveillance,Gait Training,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.25,I,410390008,Growth/development surveillance (regime/therapy),,,n/a,n/a,Surveillance,Growth/Development Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.70,I,410391007,Homemaking surveillance (regime/therapy),,,n/a,n/a,Surveillance,Homemaking/Housekeeping,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.27,I,410392000,Housing surveillance (regime/therapy),,,n/a,n/a,Surveillance,Home,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.28,I,410393005,Interaction surveillance (regime/therapy),,,n/a,n/a,Surveillance,Interaction,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.29,I,410394004,Lab findings surveillance (regime/therapy),,,n/a,n/a,Surveillance,Laboratory Findings,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.30,I,410395003,Legal system surveillance (regime/therapy),,,n/a,n/a,Surveillance,Legal System,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.31,I,410396002,Medical/dental care surveillance (regime/therapy),,,n/a,n/a,Surveillance,Medical/Dental Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.32,I,410397006,Medication action/side effects surveillance (regime/therapy),,,n/a,n/a,Surveillance,Medication Action/Side Effects,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.33,I,410398001,Medication administration surveillance (regime/therapy),,,n/a,n/a,Surveillance,Medication Administration,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.34,I,410399009,Medication set-up surveillance (regime/therapy),,,n/a,n/a,Surveillance,Medication Set-Up,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.35,I,410400002,Mobility/transfers surveillance (regime/therapy),,,n/a,n/a,Surveillance,Mobility/Transfers,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.38,I,410403000,Nutritionist surveillance (regime/therapy),,,n/a,n/a,Surveillance,Nutritionist Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.39,I,410404006,Ostomy care surveillance (regime/therapy),,,n/a,n/a,Surveillance,Ostomy Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.42,I,410406008,Positioning surveillance (regime/therapy),,,n/a,n/a,Surveillance,Positioning,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.44,I,410408009,Relaxation/breathing techniques surveillance (regime/therapy),,,n/a,n/a,Surveillance,Relaxation/Breathing Techniques,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.45,I,410409001,Rest/sleep surveillance (regime/therapy),,,n/a,n/a,Surveillance,Rest/Sleep,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.47,I,410410006,Screening surveillance (regime/therapy),,,n/a,n/a,Surveillance,Screening Procedures,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.48,I,410411005,Sickness/injury care surveillance (regime/therapy),,,n/a,n/a,Surveillance,Sickness/Injury Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.49,I,410412003,Signs/symptoms-mental/emotional surveillance (regime/therapy),,,n/a,n/a,Surveillance,Signs/Symptoms-Mental/Emotional,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.50,I,410413008,Signs/symptoms-physical surveillance (regime/therapy),,,n/a,n/a,Surveillance,Signs/Symptoms-Physical,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.52,I,410414002,Social work/counseling surveillance (regime/therapy),,,n/a,n/a,Surveillance,Social Work/Counseling Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.53,I,410415001,Specimen collection surveillance (regime/therapy),,,n/a,n/a,Surveillance,Specimen Collection,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.54,I,410416000,Spiritual care surveillance (regime/therapy),,,n/a,n/a,Surveillance,Spiritual Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.55,I,410417009,Health promotion surveillance (regime/therapy),,,n/a,n/a,Surveillance,,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.55,I,410417009,Health promotion surveillance (regime/therapy) - stimulation/nurturance surveillance,,,n/a,n/a,Surveillance,Stimulation/Nurturance,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.56,I,410418004,Stress management surveillance (regime/therapy),,,n/a,n/a,Surveillance,Stress Management,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.58,I,410420001,Supplies surveillance (regime/therapy),,,n/a,n/a,Surveillance,Supplies,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.59,I,410421002,Support group surveillance (regime/therapy),,,n/a,n/a,Surveillance,Support Group,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.60,I,410422009,Support system surveillance (regime/therapy),,,n/a,n/a,Surveillance,Support System,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.61,I,410423004,Transportation surveillance (regime/therapy),,,n/a,n/a,Surveillance,Transportation,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.62,I,410424005,Wellness surveillance (regime/therapy),,,n/a,n/a,Surveillance,Wellness,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.13,I,410425006,Discipline case management (procedure),,,n/a,n/a,Case Management,Discipline,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.13,I,410426007,Discipline surveillance (regime/therapy),,,n/a,n/a,Surveillance,Discipline,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.64,I,422550004,Anger management surveillance (regime/therapy),,,n/a,n/a,Surveillance,Anger Management,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,01.65,I,422649009,"Community outreach worker services education, guidance, and counseling (procedure)",,,n/a,n/a,"Teaching, Guidance, and Counseling",Community Outreach Worker Services,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,01.72,I,422865007,"Interpreter/translator services education, guidance, counseling (procedure)",,,n/a,n/a,"Teaching, Guidance, and Counseling",Interpreter/Translator Services,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.77,I,422875005,Paraprofessional/aide care surveillance (regime/therapy),,,n/a,n/a,Surveillance,Paraprofessional/Aide Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,01.69,I,423039003,"Genetics education, guidance, counseling (procedure)",,,n/a,n/a,"Teaching, Guidance, and Counseling",Genetics,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,01.74,I,423076000,"Medication prescription education, guidance and counseling (procedure)",,,n/a,n/a,"Teaching, Guidance, and Counseling",Medication Prescription,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.72,I,423079007,Interpreter/translator services case management (procedure),,,n/a,n/a,Case Management,Interpreter/Translator Services,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,02.77,I,423162003,Paraprofessional/aide care (regime/therapy),,,n/a,n/a,Treatments and Procedures,Paraprofessional/Aide Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,02.66,I,423215004,Provision of continuity of care (regime/therapy),,,n/a,n/a,Treatments and Procedures,Continuity of Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.68,I,423216003,End-of-life surveillance (regime/therapy),,,n/a,n/a,Surveillance,End-of-Life Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,01.79,I,423273004,"Recreational therapy education, guidance, and counseling (procedure)",,,n/a,n/a,"Teaching, Guidance, and Counseling",Recreational Therapy Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.83,I,423416000,Substance use cessation case management (procedure),,,n/a,n/a,Case Management,Substance Use Cessation,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,01.73,I,423509003,"Medication coordination/ordering education, guidance, counseling (procedure)",,,n/a,n/a,"Teaching, Guidance, and Counseling",Medication Coordination/Ordering,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.76,I,423602000,Occupational therapy surveillance (regime/therapy),,,n/a,n/a,Surveillance,Occupational Therapy Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,01.68,I,423606002,"End of life education, guidance and counseling (procedure)",,,n/a,n/a,"Teaching, Guidance, and Counseling",End-of-Life Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.69,I,423641003,Genetic evaluation case management (procedure),,,n/a,n/a,Case Management,Genetics,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.77,I,423650001,Paraprofessional/aide care case management (procedure),,,n/a,n/a,Case Management,Paraprofessional/Aide Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.79,I,423688004,Recreational therapy surveillance (regime/therapy),,,n/a,n/a,Surveillance,Recreational Therapy Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.72,I,423706007,Interpreter/translator services surveillance (regime/therapy),,,n/a,n/a,Surveillance,Interpreter/Translator Services,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.66,I,423779001,Continuity of care management (procedure),,,n/a,n/a,Treatments and Procedures,Continuity of Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,02.72,I,423785008,Provision of interpreter/translator services (regime/therapy),,,n/a,n/a,Treatments and Procedures,Interpreter/Translator Services,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.41,I,423803008,Personal hygiene surveillance (regime/therapy),,,n/a,n/a,Surveillance,Personal Hygiene,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.79,I,423860008,Recreational therapy case management (procedure),,,n/a,n/a,Case Management,Recreational Therapy Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.73,I,423880009,Medication coordination/ordering surveillance (regime/therapy),,,n/a,n/a,Surveillance,Medication Coordination/Ordering,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,02.65,I,423899000,Provision of community outreach care (procedure),,,n/a,n/a,Treatments and Procedures,Community Outreach Worker Services,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.65,I,423944008,Community outreach worker services surveillance (regime/therapy),,,n/a,n/a,Surveillance,Community Outreach Worker Services,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,01.41,I,423996006,"Personal hygiene education, guidance, and counseling (procedure)",,,n/a,n/a,"Teaching, Guidance, and Counseling",Personal Hygiene,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.75,I,424008009,Nursing care surveillance (regime/therapy),,,n/a,n/a,Surveillance,Nursing Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.41,I,424029000,Personal hygiene case management (procedure),,,n/a,n/a,Case Management,Personal Hygiene,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.65,I,424085009,Community outreach worker service case management (procedure),,,n/a,n/a,Case Management,Community Outreach Worker Services,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.83,I,424148004,Substance use cessation surveillance (regime/therapy),,,n/a,n/a,Surveillance,Substance Use Cessation,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,01.71,I,424183000,"Infection precautions education, guidance, counseling (procedure)",,,n/a,n/a,"Teaching, Guidance, and Counseling",Infection Precautions,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,01.77,I,424186008,"Paraprofessional/aide care education, guidance, counseling (procedure)",,,n/a,n/a,"Teaching, Guidance, and Counseling",Paraprofessional/Aide Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,01.78,I,424203006,"Physical therapy education, guidance and counseling (procedure)",,,n/a,n/a,"Teaching, Guidance, and Counseling",Physical Therapy Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.69,I,424257004,Genetics evaluation surveillance (regime/therapy),,,n/a,n/a,Surveillance,Genetics,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,04.78,I,424291000,Physical therapy surveillance (regime/therapy),,,n/a,n/a,Surveillance,Physical Therapy Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,01.82,I,424308004,"Speech and language therapy education, guidance, and counseling (procedure)",,,n/a,n/a,"Teaching, Guidance, and Counseling",Speech and Language Pathology Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,01.83,I,424407005,"Substance use cessation education, guidance, and counseling (procedure)",,,n/a,n/a,"Teaching, Guidance, and Counseling",Substance Use Cessation,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.74,I,424490002,Medication prescription case management (procedure),,,n/a,n/a,Case Management,Medication Prescription,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
OMAHA,03.82,I,424514005,Speech and language therapy case management (procedure),,,n/a,n/a,Case Management,Speech and Language Pathology Care,,Intv ID,,POC_PROB_ID,n/a,,#REF!,,#REF!,#REF!,,#REF!,#REF!,
